 isotope, frequency, intensity, einstein_a, air_halfwidth, self_halfwidth, lower_energy, t_exponent, p_shift
1,12092.8786,1.15E-25,0.09919,0.0369,0.321,1590.6903,0.03,-0.02237
1,12092.9661,1.01E-26,0.002587,0.065,0.4,1059.6469,0.34,-0.016321
2,12093.0433,4.76E-26,0.1718,0.1046,0.444,23.7549,0.73,-0.012208
1,12093.0482,2.08E-26,0.00348,0.088,0.4,1050.1577,0.69,-0.025338
1,12093.6368,3.05E-26,8.67E-05,0.0895,0.4,325.3479,0.68,-0.012122
1,12093.7301,3.14E-26,0.0004764,0.0901,0.4,704.2141,0.59,-0.014479
4,12094.1478,4.73E-29,0.0005722,0.0906,0.427,157.0647,0,0
4,12094.7196,1.34E-28,0.00118,0.0965,0.481,91.3302,0,0
1,12094.8781,6.72E-26,9.34E-05,0.0954,0.516,136.7617,0.73,-0.007861
1,12095.1965,4.42E-26,8.37E-05,0.0986,0.434,79.4964,0.79,-0.008871
3,12095.5168,2.34E-27,0.01337,0.103,0.466,173.1101,0.76,-0.014132
4,12095.8938,4.12E-28,0.03559,0.0706,0.282,735.7351,0,0
1,12095.9621,4.31E-25,0.001111,0.0958,0.376,212.1564,0.76,-0.016613
4,12096.1865,5.27E-29,0.0006326,0.0901,0.415,155.389,0,0
4,12096.1865,2.61E-29,0.04517,0.0214,0.161,1432.7584,0,0
1,12096.3768,9.07E-27,0.0001885,0.0925,0.4,542.9058,0.77,-0.01275
1,12096.4245,1.92E-25,0.00041,0.1046,0.528,173.3658,0.75,-0.017114
1,12096.4626,1.13E-25,0.0008457,0.0981,0.5,136.1639,0.72,-0.020046
4,12097.3224,9.87E-28,0.03697,0.0832,0.424,520.1235,0,0
1,12097.4186,5.89E-27,0.06431,0.1002,0.4,1634.967,0.75,-0.011868
1,12097.5149,3.30E-25,0.1246,0.0367,0.25,1394.8145,0.08,-0.024393
1,12097.537,5.60E-26,7.79E-05,0.0979,0.3,136.7617,0.78,-0.003559
4,12097.5507,1.20E-28,0.02932,0.0668,0.32,949.5774,0,0
1,12097.6038,8.05E-26,0.02028,0.078,0.4,1360.2355,0.52,-0.024343
1,12097.9756,6.34E-27,0.002153,0.0544,0.4,1216.2314,0.13,-0.029636
4,12098.0106,2.46E-28,0.04103,0.0595,0.241,889.5759,0,0
1,12098.17,8.64E-24,0.08833,0.0974,0.416,95.1759,0.7,-0.01161
1,12098.5077,2.21E-26,0.002079,0.0486,0.4,1045.0581,0.14,-0.019839
1,12098.5907,7.53E-27,0.002125,0.0433,0.4,1045.0583,0.14,-0.022785
4,12098.886,1.77E-29,0.07538,0.0178,0.14,1630.028,0,0
4,12098.886,1.80E-29,0.07631,0.0181,0.133,1630.0228,0,0
4,12098.9941,3.23E-29,0.02946,0.0643,0.305,1238.7946,0,0
1,12099.0622,3.42E-26,0.0004692,0.0783,0.45,648.9788,0.54,-0.013411
1,12099.188,2.64E-25,0.001354,0.0876,0.324,446.5107,0.78,-0.013405
1,12099.3894,7.32E-26,0.00375,0.0776,0.4,757.7802,0.6,-0.010859
1,12099.7042,2.79E-26,0.01518,0.0287,0.4,1557.848,-0.31,-0.032122
1,12099.9825,2.77E-26,0.0008233,0.0936,0.35,842.3567,0.71,-0.019597
1,12100.1,1.58E-26,0.0003097,0.0668,0.4,756.7249,0.43,-0.022259
1,12100.5394,2.11E-25,0.003585,0.069,0.425,756.7249,0.39,-0.018104
1,12100.7746,2.44E-26,0.08204,0.1024,0.4,1618.5571,0.71,-0.009496
4,12100.8177,2.84E-28,0.0411,0.0715,0.3,841.3676,0,0
1,12101.0393,4.49E-26,0.0001343,0.1012,0.627,173.3658,0.73,-0.01235
4,12101.4434,2.43E-28,0.03972,0.0623,0.244,885.0646,0,0
2,12101.5837,1.27E-26,0.04344,0.0865,0.429,505.7287,0.62,-0.019515
1,12101.7315,1.27E-25,0.0002218,0.0836,0.5,224.8384,0.54,-0.014968
1,12102.1786,6.09E-26,0.00141,0.1078,0.444,37.1371,0.76,-0.012
1,12102.6812,7.71E-25,0.01987,0.0882,0.465,842.3567,0.7,-0.016111
3,12102.7955,3.70E-28,0.002617,0.104,0.448,42.1869,0.7,-0.018938
1,12102.8588,1.83E-26,0.0001009,0.0969,0.4,142.2785,0.75,-0.010286
1,12103.4689,1.28E-26,0.0001456,0.0715,0.4,610.3412,0.62,-0.018622
1,12103.6742,1.17E-23,0.106,0.1052,0.436,70.0908,0.73,-0.016923
4,12104.0555,3.14E-29,0.01049,0.0543,0.193,1049.1245,0,0
1,12104.1188,1.87E-26,0.0003037,0.089,0.4,416.2087,0.63,-0.013712
3,12104.1748,3.52E-28,0.03473,0.0921,0.449,659.9868,0.68,-0.013325
4,12104.6056,1.15E-28,0.03846,0.0537,0.23,1049.1245,0,0
4,12105.2038,1.02E-28,0.02515,0.0724,0.397,951.6356,0,0
2,12105.661,5.31E-27,0.05068,0.0707,0.323,751.0329,0.51,-0.017448
1,12105.7025,6.37E-27,0.001222,0.0661,0.4,1255.1669,0.4,-0.027352
1,12106.3484,1.14E-24,0.01033,0.102,0.449,70.0908,0.71,-0.012059
4,12106.6872,1.10E-28,0.03637,0.0538,0.2,1046.4744,0,0
2,12106.8528,3.50E-26,0.0449,0.0972,0.45,210.7992,0.74,-0.016239
4,12106.9332,2.85E-29,0.0003875,0.0906,0.427,221.8361,0,0
4,12107.0752,4.02E-28,0.03423,0.0825,0.4,711.7954,0,0
1,12107.6853,2.74E-26,0.0006744,0.0907,0.4,542.9058,0.64,-0.015591
1,12107.7446,1.83E-26,0.001844,0.0887,0.4,1122.7087,0.68,-0.01266
1,12107.8767,3.77E-26,0.0001951,0.0865,0.35,222.0527,0.61,-0.011415
1,12108.3203,2.76E-23,0.0873,0.1049,0.464,79.4964,0.75,-0.014329
1,12108.369,3.69E-24,0.01895,0.0948,0.4,446.5107,0.73,-0.013559
1,12109.1732,2.80E-26,0.1049,0.1047,0.4,1640.5059,0.67,-0.017348
3,12109.2195,7.82E-27,0.1518,0.1046,0.444,23.7735,0.73,-0.012208
3,12109.4693,9.31E-28,0.02482,0.0993,0.438,315.0785,0.73,-0.015799
1,12109.6864,9.67E-27,0.000124,0.0913,0.35,315.7795,0.76,-0.009804
2,12109.7729,1.69E-26,0.0937,0.0716,0.429,604.7928,0.46,-0.020246
2,12110.1292,1.04E-26,0.07114,0.0844,0.439,380.7024,0.62,-0.018066
4,12110.153,5.19E-29,0.03711,0.0454,0.185,1221.5374,0,0
2,12110.3056,7.46E-27,0.1239,0.0713,0.236,604.5441,0.47,-0.021182
3,12110.4951,3.15E-28,0.0331,0.0786,0.406,928.2959,0.43,-0.023582
4,12110.8133,5.73E-28,0.0367,0.0808,0.39,653.0887,0,0
2,12110.9227,7.03E-26,0.09272,0.1065,0.468,42.0234,0.7,-0.017808
1,12111.1115,6.38E-26,0.002926,0.0863,0.64,931.2372,0.53,-0.023494
1,12111.1324,9.32E-27,9.30E-05,0.0884,0.4,315.7795,0.79,-0.012793
1,12111.1683,1.20E-25,0.0007377,0.1026,0.515,95.1759,0.71,-0.019581
4,12111.3106,6.18E-29,0.04386,0.0465,0.198,1220.0291,0,0
4,12111.3106,1.41E-28,0.03952,0.0658,0.28,995.7934,0,0
4,12111.3489,8.93E-29,0.0428,0.0665,0.32,1106.2644,0,0
1,12112.0103,1.10E-26,0.001037,0.0754,0.4,1045.0581,0.64,-0.024611
1,12112.0962,3.85E-26,0.0001105,0.0718,0.35,285.4186,0.61,-0.013578
1,12112.2833,6.27E-27,0.001773,0.0731,0.4,1045.0583,0.64,-0.019385
1,12112.3257,1.17E-26,0.0001007,0.071,0.3,285.2193,0.58,-0.018563
4,12113.0233,6.94E-30,9.23E-05,0.087,0.391,217.0419,0,0
2,12113.0784,3.00E-26,0.06797,0.0842,0.439,379.2915,0.67,-0.016464
1,12113.1085,4.18E-26,8.94E-05,0.0923,0.35,224.8384,0.66,-0.009309
3,12113.1174,2.09E-28,0.09292,0.0581,0.27,1250.4987,0.29,-0.02488
4,12113.1393,1.92E-29,0.0002547,0.0886,0.425,217.0419,0,0
1,12113.3855,1.71E-26,0.005418,0.0463,0.4,1446.1284,0.04,-0.024187
4,12113.7039,1.53E-29,0.02952,0.0638,0.295,1410.5668,0,0
1,12113.8821,6.99E-24,0.01497,0.103,0.443,173.3658,0.76,-0.014132
1,12114.0284,4.01E-26,0.1283,0.0983,0.4,1677.0614,0.74,-0.01359
3,12114.381,1.19E-27,0.01963,0.1103,0.464,94.9705,0.75,-0.014929
2,12114.5516,1.27E-26,0.1318,0.0662,0.429,733.6829,0.34,-0.025085
2,12114.5775,3.02E-26,0.1126,0.096,0.464,134.7831,0.71,-0.014751
2,12114.6773,9.88E-27,0.111,0.0656,0.439,482.6725,0.51,-0.018629
1,12114.7156,3.15E-27,0.001603,0.0765,0.4,1524.8481,0.41,-0.02827
2,12114.7415,3.37E-26,0.1262,0.0678,0.439,482.6435,0.51,-0.02171
1,12114.8234,8.01E-27,0.0001783,0.0852,0.4,782.4099,0.59,-0.014542
4,12114.9275,5.20E-29,0.0009147,0.077,0.346,233.0512,0,0
4,12114.9275,5.20E-29,0.0009146,0.0773,0.349,233.0237,0,0
4,12115.0305,1.95E-29,0.03194,0.0402,0.174,1406.6569,0,0
1,12115.033,1.10E-26,0.0003626,0.0962,0.4,602.7735,0.7,-0.012382
2,12115.1583,6.54E-26,0.1189,0.0794,0.466,282.307,0.62,-0.018742
1,12115.5379,9.99E-26,0.02788,0.0784,0.396,1131.7758,0.47,-0.018
2,12115.6037,2.24E-26,0.1221,0.0847,0.466,282.0945,0.63,-0.018385
4,12115.7184,2.17E-29,0.0354,0.0394,0.168,1405.8184,0,0
1,12116.3302,1.26E-26,5.48E-05,0.0939,0.4,446.5107,0.77,-0.01826
3,12116.4994,1.65E-28,0.001541,0.097,0.429,324.661,0.71,-0.02022
1,12116.988,3.58E-26,0.000261,0.0738,0.4,326.6255,0.35,-0.016811
1,12117.0732,5.35E-26,0.0001292,0.0931,0.35,325.3479,0.7,-0.009593
2,12117.2896,8.92E-26,0.1102,0.0915,0.432,133.4758,0.7,-0.016042
1,12117.4269,1.19E-26,0.001869,0.083,0.4,1282.9193,0.63,-0.025322
1,12117.5347,6.42E-27,8.39E-05,0.0842,0.4,446.6966,0.58,-0.016142
4,12117.8006,9.72E-30,0.000167,0.0884,0.44,303.9948,0,0
2,12118.0121,8.37E-27,0.3155,0.0454,0.232,1033.194,0.19,-0.021497
3,12118.0146,3.80E-27,0.07035,0.0865,0.429,507.1744,0.62,-0.019515
1,12118.4029,1.29E-25,0.00453,0.0766,0.5,931.2372,0.65,-0.012131
4,12118.6113,1.39E-28,0.001332,0.097,0.46,150.1562,0,0
1,12118.6225,3.51E-26,8.87E-05,0.0945,0.4,300.3623,0.71,-0.016055
1,12119.1204,1.33E-26,0.1204,0.0991,0.4,1664.9647,0.73,-0.011288
2,12119.355,1.49E-26,0.0558,0.0892,0.448,204.7559,0.71,-0.009127
3,12119.4125,1.93E-28,0.03763,0.0614,0.384,1055.2552,0.25,-0.020296
1,12119.4883,4.76E-27,0.04489,0.0493,0.4,2144.0464,0.41,-0.03593
3,12119.7122,5.39E-28,0.08451,0.0748,0.664,754.8118,0.42,-0.021821
1,12119.7359,3.68E-25,0.0009737,0.104,0.448,42.3717,0.7,-0.018938
1,12119.8805,4.17E-26,0.00432,0.0671,0.4,927.744,0.33,-0.017209
1,12119.9959,2.14E-26,0.02797,0.067,0.4,1718.719,0.42,-0.020243
1,12120.0239,6.48E-27,0.0001675,0.0918,0.4,842.3567,0.72,-0.020597
1,12120.1887,1.55E-26,0.007894,0.0481,0.4,1524.8481,-0.16,-0.03467
4,12120.4825,7.01E-29,0.04109,0.0568,0.246,1164.5099,0,0
1,12120.9348,4.94E-26,0.0001194,0.0761,0.5,325.3479,0.41,-0.0124
1,12121.033,8.16E-26,0.03646,0.067,0.402,1477.2976,0.22,-0.02972
1,12121.1778,1.67E-26,0.0001422,0.0855,0.4,508.8121,0.76,-0.019925
2,12121.7552,2.04E-26,0.07881,0.1024,0.468,36.7487,0.71,-0.009229
4,12121.7674,3.06E-28,0.03655,0.0845,0.345,801.6441,0,0
3,12122.0327,1.03E-27,0.05345,0.0707,0.323,753.7051,0.51,-0.017448
1,12122.0928,6.51E-27,0.009964,0.0352,0.4,1525.1361,-0.19,-0.036991
1,12122.1494,2.06E-26,0.002728,0.079,0.4,888.6327,0.33,-0.014987
1,12122.1834,6.79E-27,7.16E-05,0.098,0.4,326.6255,0.71,-0.016282
1,12122.2402,5.90E-26,0.002604,0.0636,0.4,888.5989,0.35,-0.022102
1,12122.8579,7.84E-25,0.02914,0.0921,0.449,661.5489,0.68,-0.013325
4,12123.1179,8.56E-30,8.61E-05,0.093,0.421,66.1845,0,0
3,12123.1741,7.24E-27,0.05011,0.0972,0.45,211.4358,0.74,-0.016239
1,12124.0188,3.27E-26,9.01E-05,0.1013,0.3,224.8384,0.72,-0.014849
1,12124.205,1.19E-26,0.0001573,0.0804,0.4,704.2141,0.7,-0.009019
4,12124.2429,3.14E-29,0.03202,0.0632,0.277,1278.4384,0,0
4,12124.3797,6.81E-29,0.03341,0.0757,0.401,1110.7598,0,0
1,12124.9453,2.69E-26,0.03568,0.0562,0.4,1474.981,0.34,-0.021197
1,12125.3007,2.75E-26,0.0001094,0.0925,0.4,300.3623,0.67,-0.010053
4,12125.383,2.24E-28,0.03556,0.0828,0.4,859.3925,0,0
1,12125.3943,1.39E-26,0.0002687,0.0895,0.4,782.4099,0.82,-0.010591
1,12125.5929,6.32E-27,0.001767,0.0849,0.4,1131.7758,0.68,-0.026806
1,12125.6347,1.25E-26,0.0001078,0.0856,0.4,326.6255,0.55,-0.011953
1,12125.6661,1.54E-26,0.06777,0.0947,0.4,1742.3055,0.68,-0.015851
2,12125.7145,1.96E-26,0.03007,0.0931,0.439,298.6201,0.72,-0.013157
3,12125.8657,3.60E-28,0.106,0.0598,0.423,884.1139,0.29,-0.021988
3,12125.9379,9.01E-28,0.08835,0.0589,0.423,884.0778,0.29,-0.023286
3,12126.2284,2.36E-27,0.07127,0.0716,0.429,607.3974,0.46,-0.020246
1,12126.4059,3.15E-26,0.0001194,0.0945,0.4,447.2524,0.66,-0.010504
3,12126.4798,1.73E-27,0.06399,0.0844,0.439,382.176,0.62,-0.018066
1,12126.5895,2.38E-26,7.36E-05,0.087,0.4,300.3623,0.65,-0.013251
3,12126.735,7.52E-28,0.06806,0.0713,0.236,607.1593,0.47,-0.021182
1,12126.7988,1.78E-26,0.002414,0.0803,0.4,927.744,0.66,-0.014084
1,12126.8048,1.50E-26,0.005766,0.0714,0.4,1446.1284,0.38,-0.034653
3,12127.1476,1.44E-26,0.1022,0.1065,0.468,42.187,0.7,-0.017808
1,12127.4604,2.41E-23,0.175,0.1046,0.444,23.7944,0.73,-0.012208
1,12127.7767,1.51E-26,7.81E-05,0.0973,0.4,447.2524,0.72,-0.015654
1,12127.988,2.84E-24,0.02842,0.0993,0.438,315.7795,0.73,-0.015799
1,12128.1176,2.23E-26,0.001227,0.07,0.4,742.0731,0.69,-0.018022
1,12128.2267,5.06E-26,0.0002206,0.0944,0.4,446.5107,0.72,-0.013907
4,12128.3628,2.31E-29,0.03049,0.0525,0.217,1347.1202,0,0
3,12128.4103,6.66E-28,0.03621,0.087,0.375,502.1797,0.71,-0.014457
1,12128.6938,1.01E-26,0.001021,0.0765,0.4,1122.7087,0.53,-0.027248
1,12129.1399,1.00E-24,0.03987,0.0786,0.406,931.2372,0.43,-0.023582
1,12129.2207,1.12E-26,0.1135,0.0936,0.4,1739.4836,0.63,-0.016263
3,12129.3431,4.93E-27,0.0605,0.0842,0.439,380.8059,0.67,-0.016464
4,12129.6662,2.88E-29,0.0005627,0.0819,0.36,295.6775,0,0
1,12129.8777,1.21E-26,0.03385,0.0474,0.4,1874.9731,0.45,-0.037916
4,12129.8963,3.88E-29,0.0007579,0.0828,0.365,295.4873,0,0
1,12129.9223,1.18E-26,0.0001575,0.0816,0.4,416.2087,0.58,-0.009975
4,12129.982,1.43E-28,0.03455,0.075,0.324,964.8506,0,0
3,12130.1602,2.17E-28,0.08977,0.0487,0.384,1209.8184,0.13,-0.023943
2,12130.5535,2.77E-26,0.02632,0.1005,0.488,78.9887,0.74,-0.01169
1,12130.6303,1.56E-26,0.009132,0.0293,0.4,1327.1177,-0.27,-0.031828
1,12130.654,9.53E-26,0.04875,0.07,0.4,1255.9117,0.25,-0.023285
1,12130.7492,8.40E-26,0.000421,0.0907,0.739,399.4575,0.74,-0.007
1,12130.783,6.50E-26,0.01268,0.0236,0.4,1327.1101,-0.27,-0.033471
3,12130.8535,4.77E-27,0.09585,0.096,0.464,135.4312,0.71,-0.014751
3,12130.9692,7.74E-28,0.02401,0.0874,0.374,647.0722,0.74,-0.013884
4,12131.1297,1.50E-29,0.0001449,0.093,0.459,58.1269,0,0
1,12131.1404,2.55E-26,0.0002895,0.0698,0.35,446.6966,0.2,-0.018071
3,12131.1483,2.01E-27,0.123,0.0656,0.439,485.2368,0.51,-0.018629
3,12131.2094,5.42E-27,0.1106,0.0678,0.439,485.209,0.51,-0.02171
3,12131.3174,2.54E-27,0.1445,0.0662,0.429,737.6242,0.34,-0.025085
3,12131.4934,1.10E-26,0.1079,0.0794,0.466,283.7678,0.62,-0.018742
3,12131.9253,3.63E-27,0.1071,0.0847,0.466,283.5617,0.63,-0.018385
4,12132.0124,2.12E-29,0.0003465,0.0873,0.43,293.6365,0,0
1,12132.0131,2.71E-25,0.04606,0.0581,0.27,1255.1669,0.29,-0.02488
1,12132.1766,1.36E-26,0.1419,0.0985,0.4,1693.6498,0.72,-0.016972
1,12132.3213,1.22E-25,0.0001941,0.1005,0.5,42.3717,0.75,-0.010556
1,12132.7053,4.68E-24,0.02887,0.1103,0.406,95.1759,0.75,-0.014929
1,12133.0431,4.28E-26,0.1394,0.0954,0.4,1731.8967,0.71,-0.012445
1,12133.0724,3.55E-26,0.0001347,0.0661,0.4,447.2524,0.18,-0.018632
1,12133.3988,7.56E-27,5.87E-05,0.1036,0.4,142.2785,0.73,-0.016419
1,12133.4454,9.53E-27,7.81E-05,0.0971,0.4,315.7795,0.76,-0.016841
3,12133.5215,1.47E-26,0.09779,0.0915,0.432,134.1453,0.7,-0.016042
1,12133.9233,1.35E-26,5.10E-05,0.0754,0.4,382.5169,0.56,-0.015761
1,12134.2681,6.37E-27,0,0.07,0.444,-1,0.5,0
1,12134.3134,3.83E-26,0.0001975,0.0894,0.4,446.5107,0.83,-0.011732
1,12134.5796,1.23E-26,0.0733,0.0338,0.4,2009.8052,0.49,-0.018525
1,12134.7384,3.45E-25,0.03081,0.0944,0.438,1122.7087,0.64,-0.012375
1,12134.8277,1.05E-25,0.0003673,0.097,0.586,325.3479,0.71,-0.02022
4,12135.0273,9.50E-30,0.03032,0.0485,0.201,1543.2441,0,0
4,12135.1109,2.95E-29,0.000295,0.09,0.435,116.4613,0,0
3,12135.5044,2.15E-27,0.0435,0.0892,0.448,205.4818,0.71,-0.009127
3,12135.603,7.06E-28,0.147,0.0454,0.232,1038.7654,0.19,-0.021497
4,12135.7625,7.36E-29,0.0387,0.0745,0.258,1141.6917,0,0
4,12135.9787,1.18E-29,0.02777,0.062,0.252,1465.8298,0,0
1,12136.5174,7.06E-24,0.04931,0.0865,0.5,508.8121,0.62,-0.019515
1,12136.8235,3.02E-26,0.02091,0.0799,0.4,1340.885,0.66,-0.019138
1,12137.0733,3.94E-26,0.03733,0.0502,0.35,1631.3832,0.13,-0.021954
1,12137.3372,1.72E-26,0.04886,0.0465,0.4,1631.2456,0.14,-0.027953
3,12137.9505,3.83E-27,0.07958,0.1024,0.468,36.9311,0.71,-0.009229
1,12137.9518,7.90E-26,0.0006456,0.0997,0.619,222.0527,0.73,-0.014436
1,12138.2147,5.84E-26,0.004669,0.0638,0.4,1122.7087,0.25,-0.021973
1,12138.2766,9.69E-25,0.05764,0.0748,0.664,757.7802,0.42,-0.021821
1,12138.357,8.13E-25,0.06066,0.0614,0.32,1059.8356,0.25,-0.020296
1,12138.4744,4.39E-26,0.1001,0.0432,0.35,1789.043,0.03,-0.01901
1,12138.6991,2.94E-25,0.06575,0.0589,0.408,1059.6469,0.27,-0.020524
1,12138.7298,2.13E-26,9.92E-05,0.1004,0.3,37.1371,0.78,-0.01074
1,12139.0299,8.75E-27,4.71E-05,0.1043,0.4,136.1639,0.78,-0.019675
1,12139.0951,8.16E-26,0.001499,0.0622,0.35,742.0764,0.41,-0.014043
1,12139.3094,2.74E-26,0.00151,0.053,0.4,742.0731,0.41,-0.016298
2,12139.448,2.13E-26,0.06903,0.1045,0.444,0,0.76,-0.015154
4,12139.8537,2.66E-29,0.03257,0.0637,0.228,1331.217,0,0
1,12139.8969,1.20E-26,0.000186,0.0972,0.4,446.6966,0.64,-0.020258
1,12140.5084,2.92E-24,0.05762,0.0707,0.323,756.7249,0.51,-0.017448
1,12140.8226,2.24E-26,0.0004433,0.0559,0.4,586.4792,0.05,-0.020099
1,12141.0013,1.11E-26,8.29E-05,0.0708,0.4,586.2436,0.44,-0.019395
1,12141.0641,3.97E-26,8.02E-05,0.0996,0.4,212.1564,0.76,-0.019002
1,12141.0991,4.42E-26,0.0002913,0.0543,0.4,586.2436,0.05,-0.019051
1,12141.5751,2.00E-23,0.05195,0.0972,0.45,212.1564,0.74,-0.016239
3,12141.741,2.77E-27,0.02294,0.0931,0.439,299.4389,0.72,-0.013157
4,12141.9445,9.43E-29,0.03054,0.08,0.39,1024.5686,0,0
1,12142.2598,1.96E-26,0.0001966,0.0912,0.4,315.7795,0.82,-0.014005
1,12142.6814,3.17E-26,0.1309,0.0849,0.4,1821.5968,0.49,-0.01701
1,12143.259,2.49E-26,0.01675,0.0732,0.4,1581.3362,0.45,-0.020129
1,12144.0021,1.07E-26,0.002458,0.0815,0.4,1360.2355,0.72,-0.021128
1,12144.051,5.27E-26,0.0576,0.0496,0.35,1411.642,0.11,-0.028654
1,12144.1172,1.54E-25,0.0561,0.0688,0.35,1411.6116,0.12,-0.017668
1,12144.5864,4.21E-26,0.0003456,0.0978,0.4,315.7795,0.72,-0.018841
1,12144.6692,2.94E-26,0.002069,0.0758,0.4,757.7802,0.48,-0.019836
1,12144.7953,8.16E-24,0.09349,0.0716,0.336,610.3412,0.46,-0.020246
1,12144.8625,2.27E-24,0.0851,0.0589,0.3,888.5989,0.29,-0.023286
1,12144.9141,5.23E-24,0.07306,0.0844,0.34,383.8425,0.62,-0.018066
4,12145.0836,2.82E-29,0.0009267,0.0573,0.28,402.3291,0,0
4,12145.0836,2.82E-29,0.0009267,0.0541,0.289,402.331,0,0
1,12145.2789,2.40E-24,0.0824,0.0713,0.236,610.1145,0.47,-0.021182
1,12145.4449,3.29E-23,0.08742,0.1065,0.403,42.3717,0.7,-0.017808
1,12145.997,9.06E-26,0.0004883,0.1051,0.559,136.1639,0.75,-0.022975
1,12146.2533,1.37E-26,0.005794,0.0802,0.4,1216.2314,0.48,-0.02146
1,12146.6229,2.22E-24,0.04551,0.087,0.375,503.9681,0.71,-0.014457
3,12146.6995,5.16E-27,0.0264,0.1005,0.488,79.2273,0.74,-0.01169
1,12146.7836,1.67E-26,0.0003825,0.0854,0.4,842.3567,0.8,-0.021897
4,12146.8287,1.05E-28,0.001216,0.095,0.472,221.9461,0,0
4,12147.1908,3.41E-29,0.0003863,0.087,0.446,182.9835,0,0
1,12147.6898,1.56E-23,0.07221,0.0842,0.328,382.5169,0.67,-0.016464
1,12147.8498,3.07E-26,0.002994,0.067,0.4,888.6327,0.49,-0.019668
1,12147.8972,1.24E-25,0.0003581,0.093,0.5,285.4186,0.71,-0.018814
1,12148.0225,1.01E-26,0.0001144,0.0854,0.4,416.2087,0.61,-0.018256
1,12148.5639,1.54E-26,0.0008502,0.0717,0.35,742.0731,0.69,-0.022214
1,12148.8121,6.01E-26,0.0001563,0.0907,0.4,212.1564,0.8,-0.010661
1,12148.9655,2.53E-24,0.02961,0.0874,0.374,648.9788,0.74,-0.013884
1,12149.2017,1.47E-23,0.111,0.096,0.421,136.1639,0.71,-0.014751
1,12149.7311,5.72E-24,0.1328,0.0656,0.305,488.1342,0.51,-0.018629
1,12149.7896,1.63E-23,0.1261,0.0678,0.206,488.1077,0.51,-0.02171
1,12149.9165,3.45E-23,0.1281,0.0794,0.344,285.4186,0.62,-0.018742
1,12150.1736,5.97E-25,0.09543,0.0487,0.35,1216.1947,0.13,-0.023943
1,12150.2502,5.67E-24,0.1233,0.0662,0.259,742.0764,0.34,-0.025085
1,12150.2547,2.08E-24,0.1357,0.0485,0.25,742.0731,0.35,-0.029214
1,12150.335,1.14E-23,0.1269,0.0847,0.314,285.2193,0.63,-0.018385
1,12150.6011,1.20E-25,0.002803,0.083,0.61,756.7249,0.61,-0.016752
1,12150.7065,3.02E-25,0.0006111,0.1022,0.412,212.1564,0.74,-0.016761
1,12150.7756,3.29E-26,0.0004186,0.0416,0.35,744.1627,-0.02,-0.023024
1,12151.0447,1.22E-26,0.0004655,0.0454,0.4,744.0637,-0.02,-0.021576
1,12151.2437,1.38E-25,0.00367,0.0638,0.548,742.0764,0.34,-0.02583
1,12151.8236,4.47E-23,0.1119,0.0915,0.432,134.9016,0.7,-0.016042
1,12152.4408,5.58E-26,0.0003534,0.0874,0.4,488.1077,0.81,-0.020961
3,12152.4588,6.09E-28,0.02177,0.0927,0.468,415.128,0.73,-0.012759
1,12152.6199,3.58E-27,0.0001188,0.0881,0.4,602.7735,0.64,-0.017172
1,12152.6506,6.04E-27,6.91E-05,0.0961,0.4,383.8425,0.72,-0.022487
1,12152.7994,2.89E-26,0.115,0.0958,0.4,1772.4135,0.75,-0.016873
1,12153.3282,7.41E-27,0.04881,0.0764,0.4,1843.0298,0.41,-0.022012
1,12153.7022,6.90E-24,0.05236,0.0892,0.448,206.3014,0.71,-0.009127
1,12154.5287,1.61E-25,0.001222,0.0916,0.449,206.3014,0.72,-0.012681
1,12154.6479,9.32E-27,0.1601,0.0774,0.4,1922.8291,0.33,-0.018379
1,12154.8282,1.98E-26,0.09903,0.0913,0.4,1819.3351,0.77,-0.017054
1,12155.5279,1.69E-24,0.1358,0.0454,0.232,1045.0581,0.19,-0.021497
3,12155.5984,2.38E-27,0.04153,0.1045,0.444,0,0.76,-0.015154
1,12155.7181,1.83E-26,0.1038,0.0776,0.3,1920.7665,0.38,-0.01711
1,12155.7418,2.98E-25,0.02052,0.0882,0.769,816.6943,0.73,-0.012802
1,12156.2081,1.11E-23,0.08641,0.1024,0.423,37.1371,0.71,-0.009229
1,12156.6953,2.80E-26,8.71E-05,0.0857,0.4,300.3623,0.64,-0.008279
1,12156.7647,1.50E-26,0.0003441,0.0899,0.4,842.3567,0.73,-0.016899
1,12157.8047,3.35E-25,0.0008149,0.1114,0.738,23.7944,0.77,-0.006586
1,12157.9626,6.27E-27,0.0002031,0.0871,0.35,661.5489,0.77,-0.017802
1,12158.587,4.78E-27,0.0001097,0.0874,0.4,842.3567,0.73,-0.023122
2,12158.6165,2.66E-26,0.01941,0.1016,0.468,23.7549,0.81,-0.008347
3,12158.9715,4.24E-28,0.007388,0.1095,0.59,0,0.81,-0.009568
2,12159.23,1.01E-26,0.01083,0.0994,0.439,223.8285,0.7,-0.014735
1,12159.3445,1.98E-26,0.000537,0.032,0.4,920.1685,-0.05,-0.028037
1,12159.3939,1.57E-26,0.001534,0.0582,0.4,888.6327,0.33,-0.018464
3,12159.4568,8.86E-28,0.0132,0.1019,0.47,141.9024,0.74,-0.013887
1,12159.8133,9.29E-24,0.0289,0.0931,0.399,300.3623,0.72,-0.013157
1,12160.0303,4.05E-26,0.009369,0.0296,0.4,1114.5323,-0.2,-0.031443
